id,inc,inc_in_commission,discount_adj,invoice_id,item_id,created_at
1078,0,0,,727,110,2018-04-18 3:39pm
1079,0,0,,728,110,2018-04-18 3:42pm
1080,0,0,$80.00,728,131,2018-04-18 3:43pm
1081,0,0,$400.00,728,127,2018-04-18 3:46pm
1082,0,0,$600.00,729,12,2018-04-18 3:49pm
1083,0,0,$200.00,730,14,2018-04-18 3:50pm
1084,0,0,,731,12,2018-04-18 3:52pm
1085,0,0,,732,12,2018-04-18 3:54pm
1086,0,0,$700.00,733,12,2018-04-18 6:24pm
1087,0,0,$600.00,734,12,2018-04-18 6:25pm
1088,0,0,,735,110,2018-04-18 6:28pm
1089,0,0,,736,14,2018-04-18 6:30pm
1090,0,0,,737,14,2018-04-18 6:32pm
1091,0,0,$700.00,738,12,2018-04-18 6:36pm
1092,0,0,,739,12,2018-04-18 6:41pm
1093,0,0,,740,12,2018-04-18 6:43pm
1094,0,0,,741,12,2018-04-18 6:45pm
1095,0,0,$150.00,741,15,2018-04-18 6:45pm
1096,0,0,,742,12,2018-04-18 6:51pm
1097,0,0,$150.00,742,15,2018-04-18 6:52pm
1098,0,0,,743,13,2018-04-18 6:56pm
1099,0,0,$225.00,744,14,2018-04-18 7:00pm
1100,0,0,,744,15,2018-04-18 7:00pm
1101,0,0,$600.00,745,14,2018-04-18 7:04pm
1102,0,0,$150.00,745,15,2018-04-18 7:05pm
1103,0,0,$800.00,745,132,2018-04-18 7:06pm
1104,0,0,,746,133,2018-04-18 7:44pm
1105,0,0,,747,133,2018-04-18 7:47pm
1106,0,0,,748,133,2018-04-18 8:00pm
1107,0,0,,749,133,2018-04-18 8:02pm
1108,0,0,,750,133,2018-04-18 8:05pm
1109,0,0,$50.00,750,15,2018-04-18 8:05pm
1110,0,0,,751,134,2018-04-18 8:07pm
1111,0,0,,751,15,2018-04-18 8:07pm
1112,0,0,,752,133,2018-04-18 8:09pm
1113,0,0,,753,134,2018-04-18 8:12pm
1114,0,0,,754,133,2018-04-18 8:13pm
1115,0,0,,755,133,2018-04-18 8:16pm
1116,0,0,$20.00,755,135,2018-04-18 8:16pm
1117,0,0,$100.00,756,134,2018-04-18 8:19pm
1118,0,0,,756,135,2018-04-18 8:20pm
1119,0,0,,757,133,2018-04-18 8:22pm
1120,0,0,,758,133,2018-04-18 8:26pm
1121,0,0,,759,133,2018-04-18 8:28pm
1122,0,0,,760,133,2018-04-18 8:31pm
1123,0,0,,761,133,2018-04-18 8:33pm
1124,0,0,,761,135,2018-04-18 8:33pm
1125,0,0,,762,133,2018-04-18 8:39pm
1126,0,0,,763,138,2018-04-23 2:16pm
1127,0,0,,764,137,2018-04-23 3:03pm
1128,0,0,"$1,160.00",764,139,2018-04-23 3:04pm
1129,0,0,$600.00,765,138,2018-04-23 4:08pm
1130,0,0,$900.00,766,136,2018-04-23 4:14pm
1131,0,0,,767,138,2018-04-23 4:16pm
1132,0,0,$900.00,768,136,2018-04-23 4:21pm
1133,0,0,,769,138,2018-04-23 4:29pm
1134,0,0,"$1,160.00",769,139,2018-04-23 4:29pm
1135,0,0,,770,138,2018-04-23 4:37pm
1136,0,0,$40.00,770,140,2018-04-23 4:37pm
1137,0,0,,771,141,2018-04-23 5:26pm
1138,0,0,$560.00,771,139,2018-04-23 5:28pm
1139,0,0,,772,138,2018-04-23 6:24pm
1140,0,0,,772,15,2018-04-23 6:24pm
1141,0,0,-$25.00,772,142,2018-04-23 6:24pm
1142,0,0,,772,143,2018-04-23 6:27pm
1143,0,0,,772,144,2018-04-23 6:30pm
1144,0,0,,772,145,2018-04-23 6:31pm
1145,1,0,,772,146,2018-04-23 6:35pm
1146,0,0,$100.00,772,147,2018-04-23 6:36pm
1147,0,0,,772,148,2018-04-23 6:45pm
1148,0,0,,773,138,2018-04-23 8:32pm
1149,0,0,,773,149,2018-04-23 8:33pm
1150,0,0,,773,17,2018-04-23 8:35pm
1151,0,0,,773,150,2018-04-23 8:36pm
1152,0,0,$900.00,774,141,2018-04-23 8:42pm
1153,0,0,,774,151,2018-04-23 8:43pm
1154,0,0,,774,152,2018-04-23 8:45pm
1155,0,0,,774,153,2018-04-23 8:47pm
1156,0,0,,774,154,2018-04-23 8:50pm
1157,0,0,,775,155,2018-04-24 1:25pm
1158,0,0,$800.00,776,138,2018-04-24 1:43pm
1159,0,0,,777,138,2018-04-24 1:45pm
1160,0,0,,777,15,2018-04-24 1:46pm
1161,0,0,$200.00,777,113,2018-04-24 1:46pm
1162,0,0,$250.00,777,144,2018-04-24 1:48pm
1163,0,0,,778,138,2018-04-24 1:51pm
1164,0,0,,779,12,2018-04-24 2:10pm
1165,0,0,,780,13,2018-04-24 2:14pm
1166,0,0,$300.00,781,110,2018-04-24 2:17pm
1167,0,0,,782,13,2018-04-24 2:20pm
1168,0,0,,783,13,2018-04-24 2:22pm
1169,0,0,,784,12,2018-04-24 2:27pm
1170,0,0,-$225.00,784,156,2018-04-24 2:28pm
1171,0,0,,784,157,2018-04-24 2:33pm
1172,0,0,,785,13,2018-04-24 3:22pm
1173,0,0,,786,13,2018-04-24 3:25pm
1174,0,0,-$150.00,786,19,2018-04-24 3:26pm
1175,0,0,,787,14,2018-04-24 3:48pm
1176,0,0,$200.00,788,12,2018-04-24 6:29pm
1177,0,0,,789,13,2018-04-24 6:33pm
1178,0,0,$150.00,789,15,2018-04-24 6:34pm
1179,0,0,,790,14,2018-04-24 7:22pm
1180,0,0,,791,14,2018-04-24 7:48pm
1181,0,0,,792,12,2018-04-24 7:52pm
1182,0,0,$150.00,792,15,2018-04-24 7:53pm
1183,0,0,,793,110,2018-04-24 7:58pm
1184,0,0,,794,13,2018-04-24 8:05pm
1185,0,0,,795,12,2018-04-24 8:10pm
1186,0,0,,796,13,2018-04-24 8:13pm
1187,0,0,,797,158,2018-04-24 8:15pm
1188,0,0,,797,14,2018-04-24 8:16pm
1189,1,0,,797,15,2018-04-24 8:17pm
1190,0,0,,798,14,2018-04-24 8:21pm
1191,0,0,,799,12,2018-04-24 8:34pm
1192,0,0,,800,13,2018-04-24 8:35pm
1193,0,0,,801,110,2018-04-24 8:37pm
1194,0,0,,802,12,2018-04-24 8:41pm
1195,0,0,,803,14,2018-04-24 8:48pm
1196,0,0,-$50.00,803,159,2018-04-24 8:48pm
1197,0,0,,804,110,2018-04-24 8:51pm
1198,0,0,,805,12,2018-04-24 8:54pm
1199,0,0,"-$1,500.00",806,13,2018-04-24 9:01pm
1200,0,0,,806,15,2018-04-24 9:01pm
1201,0,0,-$660.00,806,160,2018-04-24 9:02pm
1202,0,0,,807,110,2018-04-24 9:06pm
1203,0,0,,808,110,2018-04-24 9:09pm
1204,0,0,-$150.00,808,19,2018-04-24 9:09pm
1205,0,0,,808,161,2018-04-24 9:09pm
1206,0,0,,809,13,2018-04-25 2:09pm
1207,0,0,,810,13,2018-04-25 2:16pm
1208,0,0,$50.00,810,15,2018-04-25 2:17pm
1209,0,0,,811,110,2018-04-25 2:21pm
1210,0,0,,812,13,2018-04-25 2:23pm
1211,0,0,$225.00,812,15,2018-04-25 2:23pm
1212,0,0,,813,13,2018-04-25 2:36pm
1213,0,0,,814,12,2018-04-25 2:48pm
1214,0,0,$50.00,814,15,2018-04-25 2:48pm
1215,0,0,,815,162,2018-04-25 3:08pm
1216,0,0,,816,12,2018-04-25 3:11pm
1217,0,0,,817,110,2018-04-25 3:13pm
1218,0,0,,818,14,2018-04-25 3:15pm
1219,0,0,,819,13,2018-04-25 3:17pm
1220,0,0,,820,12,2018-04-25 3:25pm
1221,0,0,,821,14,2018-04-25 3:27pm
1222,0,0,,821,163,2018-04-25 3:27pm
1223,0,0,,822,12,2018-04-25 3:30pm
1224,0,0,,823,110,2018-04-25 3:32pm
1225,0,0,$50.00,823,164,2018-04-25 3:33pm
1226,0,0,,824,12,2018-04-25 3:37pm
1227,0,0,,825,13,2018-04-25 3:38pm
1228,0,0,$50.00,826,110,2018-04-25 3:40pm
1229,0,0,,827,12,2018-04-25 3:42pm
1230,0,0,,828,110,2018-04-25 3:44pm
1231,0,0,,829,14,2018-04-25 3:46pm
1232,0,0,,830,12,2018-04-25 3:48pm
1233,0,0,,831,13,2018-04-25 3:49pm
1234,0,0,,832,13,2018-04-25 3:52pm
1235,0,0,$250.00,832,15,2018-04-25 3:53pm
1236,0,0,$200.00,833,12,2018-04-25 3:55pm
1237,0,0,$50.00,834,15,2018-04-25 3:56pm
1238,0,0,,835,14,2018-04-25 3:58pm
1239,0,0,,836,12,2018-04-25 4:00pm
1240,0,0,,837,110,2018-04-25 4:02pm
1241,0,0,,838,12,2018-04-25 4:04pm
1242,0,0,$50.00,838,15,2018-04-25 4:05pm
1243,0,0,,839,110,2018-04-25 4:06pm
1244,0,0,,840,12,2018-04-25 4:11pm
1245,0,0,,840,165,2018-04-25 4:11pm
1246,0,0,,841,14,2018-04-25 4:25pm
1247,1,0,$150.00,841,15,2018-04-25 4:26pm
1248,0,0,,841,166,2018-04-25 4:26pm
1249,0,0,,842,13,2018-04-25 4:30pm
1250,0,0,,843,110,2018-04-25 4:31pm
1251,0,0,,843,167,2018-04-25 4:31pm
1252,0,0,,844,12,2018-04-25 4:34pm
1253,0,0,,845,13,2018-04-25 4:35pm
1254,0,0,,846,13,2018-04-25 4:37pm
1255,0,0,$200.00,847,127,2018-04-25 4:39pm
1256,0,0,,847,168,2018-04-25 4:40pm
1257,0,0,,847,169,2018-04-25 4:41pm
1258,0,0,,847,170,2018-04-25 4:42pm
1259,0,0,,847,171,2018-04-25 4:43pm
1260,0,0,,847,172,2018-04-25 4:44pm
1261,0,0,$400.00,848,12,2018-04-25 6:34pm
1262,0,0,,849,13,2018-04-25 6:53pm
1263,0,0,$600.00,850,12,2018-04-25 6:55pm
1264,0,0,$800.00,851,12,2018-04-25 7:07pm
1265,0,0,$400.00,851,173,2018-04-25 7:07pm
1266,0,0,,852,12,2018-04-25 7:15pm
1267,0,0,,853,110,2018-04-25 7:17pm
1268,0,0,$200.00,854,13,2018-04-25 7:20pm
1269,0,0,$800.00,855,14,2018-04-25 7:22pm
1270,0,0,,856,12,2018-04-25 7:25pm
1271,0,0,,857,13,2018-04-25 7:28pm
1272,0,0,,858,12,2018-04-25 7:30pm
1273,0,0,$200.00,859,14,2018-04-25 7:32pm
1274,0,0,$150.00,859,15,2018-04-25 7:33pm
1275,0,0,,860,13,2018-04-25 7:34pm
1276,0,0,,860,174,2018-04-25 7:35pm
1277,0,0,,861,13,2018-04-25 8:28pm
1278,0,0,$200.00,862,14,2018-04-25 8:34pm
1279,0,0,,863,13,2018-04-25 8:37pm
1280,0,0,,864,12,2018-04-25 8:48pm
1281,0,0,,865,175,2018-04-30 1:56pm
1282,0,0,,865,176,2018-04-30 2:01pm
1283,0,0,,865,177,2018-04-30 2:04pm
1284,0,0,$600.00,866,12,2018-04-30 2:25pm
1285,0,0,$500.00,867,12,2018-04-30 2:34pm
1286,0,0,$450.00,868,12,2018-04-30 2:41pm
1287,0,0,$700.00,869,12,2018-04-30 3:05pm
1288,0,0,$700.00,870,12,2018-04-30 3:17pm
1289,1,0,,871,178,2018-04-30 3:22pm
1290,0,0,,871,179,2018-04-30 3:43pm
1291,0,0,,871,180,2018-04-30 3:47pm
1292,0,0,$600.00,872,12,2018-05-01 4:03pm
1293,0,0,$100.00,872,181,2018-05-01 4:03pm
1294,0,0,,872,182,2018-05-01 4:05pm
1295,0,0,$300.00,873,173,2018-05-01 4:25pm
1296,0,0,$100.00,873,96,2018-05-01 4:26pm
1297,0,0,"$1,400.00",874,14,2018-05-01 4:30pm
1298,0,0,$150.00,874,15,2018-05-01 4:30pm
1299,0,0,,874,183,2018-05-01 4:31pm
1300,0,0,-$100.00,874,127,2018-05-01 4:31pm
1301,0,0,-$100.00,875,184,2018-05-01 4:55pm
1302,0,0,,876,12,2018-05-01 6:07pm
1303,0,0,$600.00,877,12,2018-05-01 6:59pm
1304,0,0,,878,13,2018-05-01 7:01pm
1305,0,0,$150.00,878,15,2018-05-01 7:01pm
1306,0,0,,879,14,2018-05-01 7:04pm
1307,0,0,$300.00,880,173,2018-05-01 7:06pm
1308,0,0,$100.00,880,96,2018-05-01 7:11pm
1309,0,0,$300.00,881,14,2018-05-01 7:14pm
1310,0,0,,882,12,2018-05-01 7:17pm
1311,0,0,,883,185,2018-05-01 7:33pm
1312,0,0,,884,15,2018-05-01 7:41pm
1313,0,0,$300.00,885,14,2018-05-01 7:57pm
1314,0,0,,885,15,2018-05-01 7:58pm
1315,0,0,-$100.00,886,184,2018-05-01 8:00pm
1316,1,0,,886,186,2018-05-01 8:01pm
1317,0,0,$600.00,887,12,2018-05-01 8:05pm
1318,0,0,$300.00,888,187,2018-05-02 3:32pm
1319,0,0,,889,12,2018-05-02 3:50pm
1320,0,0,$400.00,890,173,2018-05-02 3:52pm
1321,0,0,$400.00,891,173,2018-05-02 3:55pm
1322,1,0,,891,186,2018-05-02 3:56pm
1323,0,0,$300.00,892,173,2018-05-02 3:58pm
1324,0,0,,893,13,2018-05-02 4:02pm
1325,0,0,,894,13,2018-05-02 4:06pm
1326,0,0,,895,13,2018-05-02 4:07pm
1327,0,0,,896,12,2018-05-02 4:09pm
1328,0,0,,897,188,2018-05-02 4:16pm
1329,0,0,,898,14,2018-05-02 4:20pm
1330,0,0,,898,,2018-05-02 4:21pm
1331,0,0,,899,12,2018-05-02 4:22pm
1332,0,0,,900,12,2018-05-02 4:24pm
1333,0,0,,901,14,2018-05-02 4:27pm
1334,0,0,$600.00,902,12,2018-05-02 4:29pm
1335,0,0,$100.00,902,181,2018-05-02 4:29pm
1336,0,0,,903,14,2018-05-02 5:26pm
1337,0,0,,904,13,2018-05-02 5:29pm
1338,0,0,,905,12,2018-05-02 5:31pm
1339,0,0,,906,14,2018-05-02 5:55pm
1340,0,0,,907,13,2018-05-02 5:58pm
1341,0,0,$300.00,908,14,2018-05-02 6:00pm
1342,0,0,,909,12,2018-05-02 6:01pm
1343,0,0,,910,12,2018-05-02 6:03pm
1344,0,0,,911,14,2018-05-02 6:05pm
1345,0,0,,912,12,2018-05-02 6:06pm
1346,0,0,,913,12,2018-05-02 6:08pm
1347,0,0,,914,14,2018-05-02 6:10pm
1348,0,0,,915,12,2018-05-02 6:13pm
1349,0,0,,916,12,2018-05-02 6:14pm
1350,0,0,,917,12,2018-05-02 6:18pm
1351,0,0,$200.00,918,12,2018-05-02 6:21pm
1352,0,0,$150.00,918,15,2018-05-02 6:22pm
1353,0,0,,919,13,2018-05-02 6:23pm
1354,0,0,,919,189,2018-05-02 6:23pm
1355,0,0,,920,12,2018-05-02 6:31pm
1356,0,0,$100.00,921,12,2018-05-02 6:35pm
1357,0,0,,922,12,2018-05-02 6:38pm
1358,0,0,"$1,400.00",923,14,2018-05-02 8:07pm
1359,0,0,,923,183,2018-05-02 8:07pm
1360,0,0,$150.00,923,15,2018-05-02 8:08pm
1361,0,0,-$100.00,923,127,2018-05-02 8:08pm
1362,0,0,,924,12,2018-05-02 8:10pm
1363,0,0,$100.00,925,12,2018-05-02 8:12pm
1364,0,0,,926,110,2018-05-02 8:14pm
1365,0,0,,927,12,2018-05-02 8:16pm
1366,0,0,-$40.00,927,189,2018-05-02 8:17pm
1367,0,0,,928,190,2018-05-02 9:26pm
1368,0,0,,928,96,2018-05-02 9:28pm
1369,0,0,,928,191,2018-05-02 9:29pm
1370,0,0,$600.00,929,14,2018-05-02 9:42pm
1371,0,0,,929,192,2018-05-02 9:43pm
1372,0,0,$150.00,929,193,2018-05-02 9:46pm
1373,0,0,-$400.00,929,194,2018-05-02 9:48pm
1374,0,0,"-$2,800.00",929,195,2018-05-02 9:49pm
1375,0,0,,929,196,2018-05-02 9:50pm
1376,0,0,,929,197,2018-05-02 9:52pm
1377,0,0,,929,198,2018-05-02 9:56pm
1378,0,0,,929,199,2018-05-02 9:58pm
1379,0,0,,930,12,2018-05-02 10:03pm
1380,0,0,,931,12,2018-05-02 10:05pm
1381,0,0,$100.00,932,14,2018-05-02 10:06pm
1382,0,0,$100.00,933,12,2018-05-02 10:08pm
1383,0,0,,934,13,2018-05-02 10:10pm
1384,0,0,,935,12,2018-05-03 1:42pm
1385,0,0,,936,12,2018-05-03 1:44pm
1386,0,0,$200.00,937,12,2018-05-03 1:45pm
1387,0,0,$150.00,937,15,2018-05-03 1:46pm
1388,0,0,,938,110,2018-05-03 1:48pm
1389,0,0,$150.00,935,15,2018-05-03 1:49pm
1390,0,0,,939,12,2018-05-03 1:52pm
1391,0,0,,940,2,2018-05-03 1:55pm
1392,0,0,,941,6,2018-05-03 1:56pm
1393,0,0,,942,2,2018-05-03 2:01pm
1394,0,0,,943,3,2018-05-03 2:03pm
1395,0,0,,944,3,2018-05-03 2:07pm
1396,0,0,,945,3,2018-05-03 2:09pm
1397,0,0,$500.00,946,39,2018-05-03 2:12pm
1398,0,0,,947,7,2018-05-03 2:14pm
1399,0,0,$200.00,948,6,2018-05-03 2:16pm
1400,0,0,,949,2,2018-05-03 2:17pm
1401,0,0,,950,2,2018-05-03 2:19pm
1402,0,0,,951,6,2018-05-03 2:22pm
1403,0,0,,952,3,2018-05-03 2:26pm
1404,0,0,$400.00,953,39,2018-05-03 2:28pm
1405,0,0,,954,6,2018-05-03 2:35pm
1406,0,0,,955,33,2018-05-03 2:37pm
1407,0,0,$400.00,956,39,2018-05-03 2:39pm
1408,0,0,,957,2,2018-05-03 2:42pm
1409,0,0,,958,2,2018-05-03 2:43pm
1410,0,0,,959,2,2018-05-03 2:46pm
1411,0,0,$100.00,960,3,2018-05-03 2:54pm
1412,0,0,,946,17,2018-05-03 2:56pm
1413,0,0,,961,7,2018-05-03 2:58pm
1414,0,0,,962,3,2018-05-03 3:03pm
1415,0,0,$450.00,963,33,2018-05-03 3:05pm
1416,0,0,,963,105,2018-05-03 3:07pm
1417,0,0,,964,3,2018-05-03 3:09pm
1418,0,0,,964,17,2018-05-03 3:09pm
1419,0,0,$300.00,965,31,2018-05-03 3:12pm
1420,0,0,,966,200,2018-05-03 3:15pm
1421,0,0,,966,33,2018-05-03 3:17pm
1422,0,0,"$1,100.00",967,39,2018-05-03 3:23pm
1423,0,0,$800.00,968,39,2018-05-03 3:29pm
1424,0,0,,968,98,2018-05-03 3:38pm
1425,0,0,,968,201,2018-05-03 3:40pm
1426,0,0,$200.00,969,133,2018-05-03 4:06pm
1427,0,0,$200.00,970,133,2018-05-03 4:14pm
1428,0,0,,971,134,2018-05-03 4:15pm
1429,0,0,,972,134,2018-05-03 4:17pm
1430,0,0,,973,15,2018-05-03 4:19pm
1431,0,0,,974,134,2018-05-03 4:21pm
1432,0,0,,974,135,2018-05-03 4:21pm
1433,0,0,$100.00,975,134,2018-05-03 4:23pm
1434,0,0,,976,133,2018-05-03 4:25pm
1435,0,0,,977,134,2018-05-03 4:26pm
1436,0,0,,978,133,2018-05-03 4:28pm
1437,0,0,,978,202,2018-05-03 4:28pm
1438,0,0,$100.00,979,134,2018-05-03 4:30pm
1439,0,0,,980,133,2018-05-03 4:32pm
1440,0,0,,981,134,2018-05-03 4:34pm
1441,0,0,,982,133,2018-05-03 4:36pm
1442,0,0,,983,134,2018-05-03 4:41pm
1443,0,0,,984,134,2018-05-03 4:43pm
1444,0,0,,985,110,2018-05-03 4:45pm
1445,0,0,$500.00,986,205,2018-05-03 5:08pm
1446,0,0,,987,205,2018-05-03 7:20pm
1447,0,0,$300.00,988,204,2018-05-03 7:22pm
1448,0,0,,989,204,2018-05-03 7:24pm
1449,0,0,"$1,500.00",990,206,2018-05-03 7:26pm
1450,0,0,,991,206,2018-05-03 7:31pm
1451,0,0,,992,203,2018-05-03 7:33pm
1452,0,0,,993,204,2018-05-03 7:37pm
1453,0,0,,994,205,2018-05-03 7:43pm
1454,1,0,,994,15,2018-05-03 7:43pm
1455,0,0,,995,204,2018-05-03 7:47pm
1456,0,0,$100.00,996,204,2018-05-03 7:52pm
1457,0,0,,996,17,2018-05-03 7:52pm
1458,0,0,,997,205,2018-05-03 7:53pm
1459,0,0,,998,205,2018-05-03 7:55pm
1460,0,0,,999,205,2018-05-03 7:57pm
1461,0,0,$200.00,1000,205,2018-05-03 7:59pm
1462,0,0,,1001,205,2018-05-03 8:02pm
1463,0,0,,1002,205,2018-05-03 8:04pm
1464,0,0,"$1,000.00",1003,207,2018-05-03 8:06pm
1465,0,0,$100.00,1004,205,2018-05-03 8:08pm
1466,0,0,$450.00,1005,33,2018-05-07 3:40pm
1467,0,0,,1005,105,2018-05-07 3:40pm
1468,0,0,,1006,6,2018-05-22 6:15pm
1469,0,0,,1007,2,2018-05-22 10:36pm
1470,0,0,$450.00,1008,33,2018-05-22 11:19pm
1471,0,0,,1008,105,2018-05-22 11:20pm
1472,0,0,-$160.00,1009,208,2018-05-24 5:55pm
1473,0,0,"$1,110.00",1009,209,2018-05-24 6:08pm
1474,0,0,,1009,210,2018-05-24 6:17pm
1475,0,0,,1010,104,2018-05-25 4:21pm
1476,0,0,,1010,211,2018-05-25 4:24pm
1477,0,0,,1010,212,2018-05-25 4:25pm
1478,0,0,,1010,213,2018-05-25 4:27pm
1479,0,0,,1011,2,2018-05-25 4:30pm
1480,0,0,,1012,3,2018-05-25 4:31pm
1481,0,0,,1013,3,2018-05-25 4:37pm
1482,0,0,,1014,2,2018-05-25 4:39pm
1483,0,0,$300.00,1015,207,2018-05-25 4:42pm
1484,0,0,,1015,17,2018-05-25 4:43pm
1485,0,0,,1016,54,2018-05-29 5:42pm
1486,0,0,$550.00,1017,39,2018-05-31 7:48pm
1487,0,0,,1018,2,2018-05-31 8:46pm
1488,0,0,,1019,127,2018-05-31 9:14pm
1489,0,0,,1019,214,2018-05-31 9:15pm
1490,0,0,,1008,215,2018-06-04 3:58pm
1491,0,0,,1020,110,2018-06-04 5:52pm
1492,0,0,,1021,217,2018-06-04 8:46pm
1493,0,0,,1021,218,2018-06-04 8:47pm
1494,1,0,,1021,219,2018-06-04 8:48pm
1495,0,0,,1022,221,2018-06-04 9:06pm
1496,0,0,,1022,220,2018-06-04 9:07pm
1497,0,0,,1022,222,2018-06-05 4:36pm
1498,1,0,,1022,223,2018-06-05 4:37pm
1499,0,0,-$700.00,1022,224,2018-06-05 4:39pm
1500,0,0,,1023,225,2018-06-05 8:22pm
1501,0,0,,1024,226,2018-06-07 3:35pm
1502,0,0,-$300.00,1024,227,2018-06-07 3:53pm
1503,0,0,-$150.00,1024,228,2018-06-07 3:53pm
1504,0,0,,1024,229,2018-06-07 3:54pm
1505,0,0,,1024,230,2018-06-07 3:57pm
1506,0,0,,1025,231,2018-06-07 4:05pm
1507,0,0,,1026,232,2018-06-08 12:34am
1508,0,0,,1026,233,2018-06-08 12:36am
1509,0,0,,1026,234,2018-06-08 12:38am
1510,0,0,,1026,235,2018-06-08 12:40am
1511,0,0,"-$1,500.00",1028,262,2018-06-12 5:27pm
1512,0,0,,1028,241,2018-06-12 5:30pm
1513,0,0,,1028,238,2018-06-12 5:32pm
1514,0,0,,1028,239,2018-06-12 5:34pm
1515,0,0,,1028,240,2018-06-12 5:36pm
1516,0,0,,1028,237,2018-06-12 5:40pm
1517,0,0,,1028,242,2018-06-12 5:47pm
1518,1,0,,1021,88,2018-06-12 6:15pm
1519,1,0,,1021,243,2018-06-12 6:19pm
1520,0,0,,1021,244,2018-06-12 6:21pm
1521,0,0,,1029,245,2018-06-18 2:44pm
1522,0,0,,1029,246,2018-06-18 2:49pm
1523,1,0,,1029,247,2018-06-18 2:56pm
1524,1,0,,1029,248,2018-06-18 3:00pm
1525,1,0,,1029,249,2018-06-18 3:12pm
1526,1,0,,1029,250,2018-06-18 3:16pm
1527,1,0,,1029,251,2018-06-18 3:18pm
1528,1,0,,1029,230,2018-06-18 3:18pm
1529,0,0,,1030,252,2018-06-18 3:21pm
1530,0,0,,1031,253,2018-06-18 3:33pm
1531,0,0,,1031,254,2018-06-18 3:34pm
1532,0,0,-$450.00,1031,255,2018-06-18 3:36pm
1533,0,0,-$150.00,1022,256,2018-06-18 6:40pm
1534,0,0,,1032,181,2018-06-20 5:16pm
1535,0,0,,1032,216,2018-06-20 5:17pm
1536,0,0,,1032,258,2018-06-20 5:19pm
1537,0,0,,1033,259,2018-06-20 5:27pm
1538,0,0,,1033,260,2018-06-20 5:46pm
1539,1,0,,1033,261,2018-06-20 5:50pm
1540,0,0,$300.00,1027,14,2018-06-26 6:36pm
1541,0,0,,1034,56,2018-06-26 7:58pm
1542,0,0,,1035,33,2018-06-26 8:40pm
1543,0,0,,1036,12,2018-06-26 8:41pm
1544,0,0,$50.00,1036,15,2018-06-26 8:42pm
1545,0,0,$650.00,1037,263,2018-06-27 2:57pm
1546,0,0,$600.00,1037,264,2018-06-27 3:38pm
1547,0,0,,1037,265,2018-06-27 3:44pm
1548,0,0,-$100.00,1037,184,2018-06-27 3:48pm
1549,0,0,$600.00,1037,127,2018-06-27 3:52pm
1550,0,0,,1037,266,2018-06-27 3:53pm
1551,1,0,,1037,267,2018-06-27 3:58pm
1552,0,0,$450.00,1037,193,2018-06-27 3:58pm
1553,0,0,,1038,268,2018-06-27 4:52pm
1554,1,0,,1038,269,2018-06-27 4:56pm
1555,1,0,,1038,270,2018-06-27 4:58pm
1556,0,0,$800.00,1039,271,2018-06-27 5:08pm
1557,0,0,"$1,500.00",1039,217,2018-06-27 5:10pm
1558,0,0,,1039,272,2018-06-27 5:10pm
1559,0,0,$200.00,1039,273,2018-06-27 5:15pm
1560,0,0,-$250.00,1039,244,2018-06-27 5:18pm
1561,0,0,"-$2,150.00",1039,275,2018-06-27 5:19pm
1562,0,0,-$250.00,1039,276,2018-06-27 5:22pm
1563,0,0,-$250.00,1039,277,2018-06-27 5:22pm
1564,0,0,-$100.00,1039,278,2018-06-27 5:24pm
1565,0,0,"$2,500.00",1040,279,2018-06-27 5:25pm
1566,0,0,,1040,280,2018-06-27 5:47pm
1567,0,0,-$25.00,1040,281,2018-07-05 6:57pm
1568,0,0,,1040,282,2018-07-05 7:01pm
1569,0,0,,1040,283,2018-07-05 7:07pm
1570,0,0,,1040,284,2018-07-05 7:14pm
1571,0,0,,1040,285,2018-07-05 7:16pm
1572,1,0,,1033,286,2018-07-05 7:21pm
1573,1,0,,1033,287,2018-07-05 7:23pm
1574,1,0,,1033,288,2018-07-05 7:29pm
1575,1,0,,1033,289,2018-07-05 7:44pm
1576,1,0,,1033,290,2018-07-05 7:48pm
1577,1,0,,1033,291,2018-07-05 7:54pm
1578,1,0,,1033,292,2018-07-05 7:55pm
1579,1,0,,1033,293,2018-07-05 7:59pm
1580,1,0,,1033,294,2018-07-05 8:03pm
1581,1,0,,1033,295,2018-07-05 8:07pm
1582,1,0,,1033,296,2018-07-05 8:09pm
1583,1,0,,1033,297,2018-07-05 8:11pm
1584,0,0,"-$1,600.00",1033,298,2018-07-05 8:13pm
1585,0,0,-$250.00,1033,299,2018-07-05 8:16pm
1586,0,0,,1039,300,2018-07-06 2:11pm
1587,0,0,,1039,301,2018-07-06 2:13pm
1588,0,0,,1041,302,2018-07-06 2:18pm
1589,0,0,,1041,303,2018-07-06 2:21pm
1590,0,0,,1041,304,2018-07-06 2:24pm
1591,0,0,,1041,305,2018-07-06 2:25pm
1592,0,0,,1042,306,2018-07-06 2:28pm
1593,0,0,,1042,307,2018-07-06 2:29pm
1594,0,0,,1042,308,2018-07-06 2:54pm
1595,1,0,,1042,309,2018-07-06 2:56pm
1596,0,0,,1042,310,2018-07-06 2:58pm
1597,0,0,,1042,311,2018-07-06 2:59pm
1598,1,0,,1042,312,2018-07-06 3:02pm
1599,1,0,,1042,313,2018-07-06 3:02pm
1600,1,0,,1042,314,2018-07-06 3:03pm
1601,1,0,,1042,315,2018-07-06 3:04pm
1602,1,0,,1042,316,2018-07-06 3:05pm
