id,type,status,payment_status,payment_type,commission_paid,check_info,discount,deposit,tip,refund,commission_actual,event_id,created_at
888,On Premise Contract,,Paid In Full,Check,,,,,,,,1014,2018-05-02 3:32pm
889,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,,1015,2018-05-02 3:50pm
890,Production Invoice,,Paid In Full,Check,,,,,,,,1016,2018-05-02 3:52pm
891,Production Invoice,,Paid In Full,Check,,,,,,,,1017,2018-05-02 3:55pm
892,Production Invoice,,Paid In Full,Check,,,,,,,,1018,2018-05-02 3:58pm
893,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1019,2018-05-02 4:01pm
894,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1020,2018-05-02 4:04pm
895,On Premise Contract,,Paid In Full,Check,,,100.00,,,,,1021,2018-05-02 4:07pm
896,Production Invoice,,Paid In Full,Cash,,,100.00,,,,,1022,2018-05-02 4:09pm
897,Production Invoice,,Paid In Full,Deduction from Commissions,,,,,,,,1023,2018-05-02 4:16pm
898,On Premise Contract,,Paid In Full,Check,,,,,,,,1024,2018-05-02 4:20pm
899,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1025,2018-05-02 4:22pm
900,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,1026,2018-05-02 4:24pm
901,On Premise Contract,,Paid In Full,Check,,,,,,,,1027,2018-05-02 4:27pm
902,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1028,2018-05-02 4:29pm
903,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1029,2018-05-02 5:26pm
904,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1030,2018-05-02 5:29pm
905,On Premise Contract,,Paid In Full,Unknown,,,200.00,,,,,1031,2018-05-02 5:30pm
906,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,,1032,2018-05-02 5:55pm
907,On Premise Contract,,Paid In Full,Check,,,,,,,,1033,2018-05-02 5:57pm
908,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,1034,2018-05-02 5:59pm
909,On Premise Contract,,Paid In Full,Check,,,100.00,,,,,1035,2018-05-02 6:01pm
910,On Premise Contract,,Paid In Full,Check,,,,,,,,1036,2018-05-02 6:03pm
911,On Premise Contract,,Paid In Full,Check,,,,,,,,1037,2018-05-02 6:05pm
912,On Premise Contract,,Paid In Full,Check,,,,,,,,1038,2018-05-02 6:06pm
913,On Premise Contract,,Paid In Full,Check,,,100.00,,,,,1039,2018-05-02 6:08pm
914,On Premise Contract,,Paid In Full,Check,,,,,,,,1040,2018-05-02 6:10pm
915,On Premise Contract,,Paid In Full,Check,,,,,,,,1041,2018-05-02 6:12pm
916,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1042,2018-05-02 6:14pm
917,On Premise Contract,,Paid In Full,Check,,,,,,,,1043,2018-05-02 6:18pm
918,On Premise Contract,,Paid In Full,Cash,,,,,,,,1044,2018-05-02 6:21pm
919,On Premise Contract,,Paid In Full,Check,,,,,,,,1045,2018-05-02 6:23pm
920,On Premise Contract,,Paid In Full,Check,,,,,,,,1046,2018-05-02 6:30pm
921,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,1047,2018-05-02 6:35pm
922,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1048,2018-05-02 6:38pm
923,Production Invoice,,Paid In Full,Check,,,,,,,,1049,2018-05-02 6:41pm
924,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1050,2018-05-02 8:10pm
925,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1051,2018-05-02 8:12pm
926,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1052,2018-05-02 8:13pm
927,On Premise Contract,,Partially Refunded,Check,,,,,,600.00,,1053,2018-05-02 8:16pm
928,Production Invoice,,Paid In Full,Check,,,,,,,,1054,2018-05-02 9:25pm
929,Production Invoice,,Paid In Full,Unknown,,,,,,,,1055,2018-05-02 9:42pm
930,On Premise Contract,,Paid In Full,,,,,,,,,1056,2018-05-02 10:03pm
931,On Premise Contract,,Paid In Full,Check,,,,,,,,1057,2018-05-02 10:05pm
932,On Premise Contract,,Paid In Full,Check,,,100.00,,,,,1058,2018-05-02 10:06pm
933,On Premise Contract,,Paid In Full,Cash,,,,,,,,1059,2018-05-02 10:08pm
934,On Premise Contract,,Paid In Full,Check,,,,,,,,1060,2018-05-02 10:10pm
935,On Premise Contract,,Paid In Full,Check,,,,,,,,1061,2018-05-03 1:41pm
936,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1062,2018-05-03 1:43pm
937,On Premise Contract,,Paid In Full,Check,,,,,,,,1063,2018-05-03 1:45pm
938,On Premise Contract,,Paid In Full,Cash,,,100.00,2050.00,,,,1064,2018-05-03 1:47pm
939,On Premise Contract,,Paid In Full,Check,,,,,,,,1065,2018-05-03 1:51pm
940,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1066,2018-05-03 1:54pm
941,On Premise Contract,,Paid In Full,Check,,,,,,,,1067,2018-05-03 1:56pm
942,On Premise Contract,,Paid In Full,Check,,,,,,,,1068,2018-05-03 2:00pm
943,On Premise Contract,,Paid In Full,Check,,,,,,,,1069,2018-05-03 2:02pm
944,On Premise Contract,,Paid In Full,Cash | Check,,,,275.00,,,,1071,2018-05-03 2:06pm
945,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1072,2018-05-03 2:09pm
946,On Premise Contract,,Paid In Full,Check,,,,,,,,1073,2018-05-03 2:11pm
947,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1074,2018-05-03 2:14pm
948,On Premise Contract,,Paid In Full,,,,,,,,,1075,2018-05-03 2:15pm
949,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1076,2018-05-03 2:17pm
950,On Premise Contract,,Paid In Full,Cash,,,100.00,1900.00,,,,1077,2018-05-03 2:19pm
951,On Premise Contract,,Paid In Full,Check,,,100.00,,,,,1078,2018-05-03 2:21pm
952,On Premise Contract,,Paid In Full,Check,,,,,,,,1079,2018-05-03 2:26pm
953,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1080,2018-05-03 2:28pm
954,On Premise Contract,,Paid In Full,Check,,,100.00,,,,,1081,2018-05-03 2:35pm
955,On Premise Contract,,Paid In Full,Check,,,,,,,,1082,2018-05-03 2:37pm
956,On Premise Contract,,Paid In Full,Cash,,,,,,,,1083,2018-05-03 2:38pm
957,On Premise Contract,,Paid In Full,Check,,,,,,,,1084,2018-05-03 2:41pm
958,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1085,2018-05-03 2:43pm
959,On Premise Contract,,Paid In Full,Check,,,,,,,,1086,2018-05-03 2:46pm
960,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1087,2018-05-03 2:53pm
961,On Premise Contract,,Paid In Full,Check,,,,,,,,1088,2018-05-03 2:58pm
962,On Premise Contract,,Paid In Full,Check,,,,,,,,1089,2018-05-03 3:01pm
963,On Premise Contract,,Paid In Full,Check,,,,,,,0.00,1090,2018-05-03 3:05pm
964,On Premise Contract,Emailed to Client,Not Paid,,,,,,,,,1091,2018-05-03 3:09pm
965,On Premise Contract,,Paid In Full,Check,,,,,,,,1092,2018-05-03 3:12pm
966,On Premise Contract,,Paid In Full,Check,,,400.00,,,,0.00,1093,2018-05-03 3:15pm
967,On Premise Contract,,Paid In Full,Check,,,,,,,,1094,2018-05-03 3:21pm
968,Production Invoice,,Paid In Full,Check,,,,,150.00,,,1095,2018-05-03 3:29pm
969,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1096,2018-05-03 4:06pm
970,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1097,2018-05-03 4:14pm
971,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1098,2018-05-03 4:15pm
972,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1099,2018-05-03 4:17pm
973,On Premise Contract,,Paid In Full,Check,,,,,,,,1100,2018-05-03 4:19pm
974,On Premise Contract,,Paid In Full,Check,,,,,,,,1101,2018-05-03 4:21pm
975,On Premise Contract,,Paid In Full,Check,,,,,,,,1102,2018-05-03 4:23pm
976,On Premise Contract,,Paid In Full,Check,,,,,,,,1103,2018-05-03 4:24pm
977,On Premise Contract,,Paid In Full,Check,,,,,,,,1104,2018-05-03 4:26pm
978,On Premise Contract,,Paid In Full,Check,,,,,,,,1105,2018-05-03 4:28pm
979,On Premise Contract,,Paid In Full,Check,,,,,,,,1106,2018-05-03 4:30pm
980,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1107,2018-05-03 4:32pm
981,On Premise Contract,,Paid In Full,Check,,,,,,,,1108,2018-05-03 4:33pm
982,On Premise Contract,,Paid In Full,Check,,,,,,,,1109,2018-05-03 4:36pm
983,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1110,2018-05-03 4:41pm
984,On Premise Contract,,Paid In Full,Check,,,,,,,,1111,2018-05-03 4:43pm
985,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1112,2018-05-03 4:45pm
986,On Premise Contract,,Paid In Full,Cash,,,,,,,,1113,2018-05-03 5:08pm
987,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1114,2018-05-03 7:20pm
988,On Premise Contract,,Paid In Full,Cash,,,,,,,,1115,2018-05-03 7:22pm
989,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1116,2018-05-03 7:23pm
990,On Premise Contract,,Paid In Full,Cash,,,,,,,0.00,1117,2018-05-03 7:26pm
991,On Premise Contract,,Paid In Full,Cash,,,,,,,,1118,2018-05-03 7:30pm
992,On Premise Contract,,Paid In Full,Check,,,,,,,,1119,2018-05-03 7:33pm
993,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1120,2018-05-03 7:36pm
994,On Premise Contract,,Paid In Full,Check,,,,,,,,1121,2018-05-03 7:42pm
995,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1122,2018-05-03 7:47pm
996,On Premise Contract,,Paid In Full,Cash,,,,,,,,1123,2018-05-03 7:51pm
997,On Premise Contract,,Paid In Full,Check,,,,,,,,1124,2018-05-03 7:53pm
998,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1125,2018-05-03 7:55pm
999,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1126,2018-05-03 7:56pm
1000,On Premise Contract,,Paid In Full,Check,,,,,,,,1127,2018-05-03 7:59pm
1001,On Premise Contract,,Paid In Full,Check,,,,,,,,1128,2018-05-03 8:01pm
1002,On Premise Contract,,Paid In Full,Cash | Check,,,,1200.00,,,,1129,2018-05-03 8:03pm
1003,On Premise Contract,,Paid In Full,Cash,,,,,,,,1130,2018-05-03 8:05pm
1004,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1131,2018-05-03 8:08pm
1005,On Premise Contract,,Paid In Full,Check,,,,,,,0.00,1132,2018-05-07 3:40pm
1006,On Premise Contract,,Paid In Full,Cash,,,,,,,,1254,2018-05-22 6:13pm
1007,On Premise Contract,,Paid In Full,Cash,,,,,,,,1271,2018-05-22 10:36pm
1008,On Premise Contract,,Paid In Full,Check,,,,,,,0.00,1264,2018-05-22 11:19pm
1009,Production Invoice,,Paid In Full,Check,,,,,,,,1276,2018-05-24 5:48pm
1010,Production Invoice,,Paid In Full,Check,,,,,,,,1184,2018-05-25 4:21pm
1011,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,368,2018-05-25 4:29pm
1012,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1231,2018-05-25 4:31pm
1013,On Premise Contract,,Paid In Full,Check,,,,,,,,1243,2018-05-25 4:37pm
1014,On Premise Contract,,Paid In Full,Cash,,,,,,,,1270,2018-05-25 4:39pm
1015,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1236,2018-05-25 4:42pm
1016,On Premise Contract,Emailed to Client,Not Paid,,,,,,,,,1280,2018-05-29 5:41pm
1017,On Premise Contract,,Paid In Full,,,,,0.00,,,,1206,2018-05-31 7:47pm
1018,On Premise Contract,,Paid In Full,Cash,,,100.00,1900.00,,,,1205,2018-05-31 8:44pm
1019,Production Invoice,,Paid In Full,Check,,,,,,,,1281,2018-05-31 9:14pm
1020,On Premise Contract,Emailed to Client,Not Paid,,,,,,,,,1279,2018-06-04 5:52pm
1021,Production Invoice,,Paid In Full,,,,1600.00,,,,,1258,2018-06-04 8:46pm
1022,Production Invoice,,Paid In Full,Check,,,550.00,,,,,1284,2018-06-04 9:03pm
1023,Rental Contract,Emailed to Client,Paid In Full,Check,,7/13/2018 BOA #16368,,,,,,1289,2018-06-05 8:22pm
1024,Production Invoice,,Paid In Full,Check,,6/21,,,,,,552,2018-06-07 3:34pm
1025,On Premise Contract,,Paid In Full,Check,,Surdyk 5857,,2300.00,,,,1508,2018-06-07 4:03pm
1026,Production Invoice,,Paid In Full,Deduction from Commissions,,,,,,,,1506,2018-06-08 12:34am
1027,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1218,2018-06-11 3:42pm
1028,Production Invoice,,Paid In Full,Check,,,,5000.00,,,,1503,2018-06-12 5:27pm
1029,Production Invoice,Emailed to Client,Paid In Full,Check,,DMD Flushing Bank #17721,,,,,,1502,2018-06-18 2:44pm
1030,Rental Contract,Emailed to Client,Not Paid,,,,,,,,,1513,2018-06-18 3:21pm
1031,Production Invoice,Emailed to Client,Not Paid,,,,,,,,,1514,2018-06-18 3:33pm
1032,Production Invoice,,Paid In Full,,,,,,,,,1512,2018-06-20 5:15pm
1033,Production Invoice,,Paid In Full,Check,,,,,,,,1158,2018-06-20 5:26pm
1034,On Premise Contract,,Paid In Full,Cash,,,,,,,,1273,2018-06-26 7:57pm
1035,On Premise Contract,,Paid In Full,Cash,,,,,,,,1520,2018-06-26 8:31pm
1036,On Premise Contract,Emailed to Client,Not Paid,,,,,,,,,1522,2018-06-26 8:41pm
1037,Production Invoice,,Paid In Full,Cash,,,,,,,,1212,2018-06-27 2:57pm
1038,Rental Contract,,Paid In Full,Check,,1244 Capital 6/20/18,,,,,,1529,2018-06-27 4:51pm
1039,Production Invoice,Emailed to Client,Paid In Full,Check,,7/26/18 #5924,,,,,,1235,2018-06-27 5:08pm
1040,Production Invoice,,Paid In Full,Check,,6/21 Capital #1077,,,,,,1178,2018-06-27 5:25pm
1041,Rental Contract,,Paid In Full,Check,,,,,,,,1533,2018-07-06 2:18pm
1042,Production Invoice,,Paid In Full,Check,,|  EKO's Budget was $2800,1340.00,,,,,1241,2018-07-06 2:28pm
1043,Production Invoice,Emailed to Client,Not Paid,,,,1250.00,,,,95.00,1534,2018-07-06 3:47pm
1044,Production Invoice,,Paid In Full,Check,,,,,,,,1535,2018-07-09 6:36pm
1045,Production Invoice,Emailed to Client,Not Paid,,,,,,,,,1538,2018-07-09 7:29pm
1046,On Premise Contract,,Paid In Full,Check,,,,,,,,1523,2018-07-23 6:38pm
1047,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,1160,2018-07-23 6:40pm
1048,Production Invoice,,Paid In Full,Check,,Bethpage Federal Credit Union #7435 7/19/18,,,,,,1539,2018-07-23 7:44pm
1049,Production Invoice,Emailed to Client,Not Paid,,,,,,,,,1552,2018-07-23 8:14pm
1050,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1180,2018-07-23 8:40pm
1051,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1229,2018-07-23 11:09pm
1052,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1183,2018-07-23 11:09pm
1053,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1240,2018-07-23 11:09pm
1054,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1197,2018-07-23 11:09pm
1055,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1219,2018-07-23 11:09pm
1056,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1186,2018-07-23 11:09pm
1057,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1201,2018-07-23 11:09pm
1058,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1228,2018-07-23 11:10pm
1059,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1511,2018-07-23 11:10pm
1060,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1179,2018-07-23 11:10pm
1061,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1227,2018-07-24 1:00am
1062,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1195,2018-07-24 1:00am
1063,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1230,2018-07-24 1:01am
1064,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1238,2018-07-24 1:01am
1065,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1221,2018-07-24 1:01am
1066,Production Invoice,Emailed to Client,Paid In Full,Check,,,2150.00,,,,,1208,2018-07-24 1:01am
1067,Rental Contract,Emailed to Client,Paid In Full,Check,,TD Bank #1291,,,,,,1555,2018-08-07 4:40pm
1068,Rental Contract,Emailed to Client,Paid In Full,,,,,,,,,1556,2018-08-07 5:02pm
1069,On Premise Contract,Emailed to Client,Not Paid,Cash,,,1150.00,,,,,1557,2018-08-07 5:18pm
1070,On Premise Contract,Emailed to Client,Not Paid,,,,,,,,,1141,2018-08-07 5:20pm
1071,Rental Contract,Emailed to Client,Paid In Full,Check,,Chase #0231,,,,,,1558,2018-08-07 5:46pm
1072,On Premise Contract,Emailed to Client,Not Paid,,,,,,,,,1559,2018-08-07 5:51pm
1073,Production Invoice,Not Sent,Not Paid,,,,725.00,,,,,1561,2018-08-07 6:07pm
1074,On Premise Contract,Emailed to Client,Paid In Full,Cash,,,100.00,,,,,1526,2018-08-07 7:07pm
1075,Rental Contract,Emailed to Client,Paid In Full,,,,,,,,,1562,2018-08-07 7:11pm
1076,Production Invoice,Emailed to Client,Paid In Full,Check,,8/13/2018,,,,,,1554,2018-08-14 4:59pm
1077,Production Invoice,Emailed to Client,Not Paid,,,,,,,,,1532,2018-08-14 5:05pm
