id,type,status,payment_status,payment_type,commission_paid,check_info,discount,deposit,tip,refund,commission_actual,event_id,created_at
582,On Premise Contract,,Paid In Full,Cash,,,,,,,,707,2018-03-13 3:50pm
583,On Premise Contract,,Paid In Full,Check,,,,,,,,708,2018-04-02 2:01pm
584,On Premise Contract,,Paid In Full,Check,,,,,,,,709,2018-04-02 2:05pm
585,On Premise Contract,,Paid In Full,Check,,,,,,,,710,2018-04-02 2:37pm
586,On Premise Contract,,Paid In Full,Check,,,100.00,,,,550.00,711,2018-04-02 2:40pm
587,On Premise Contract,,Paid In Full,Check,,,,,,,,712,2018-04-02 2:54pm
588,On Premise Contract,,Paid In Full,Check,,,,,,,,713,2018-04-02 3:00pm
589,On Premise Contract,,Paid In Full,Check,,,,,,,,714,2018-04-02 3:15pm
590,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,850.00,715,2018-04-09 2:12pm
591,On Premise Contract,,Paid In Full,Check,,,100.00,,,,,716,2018-04-09 2:32pm
592,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,717,2018-04-09 2:37pm
593,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,600.00,718,2018-04-09 2:43pm
594,On Premise Contract,,Paid In Full,Cash,,,,,,,,719,2018-04-09 2:48pm
595,On Premise Contract,,Paid In Full,Check,,,,,,,,720,2018-04-09 2:51pm
596,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,721,2018-04-09 3:01pm
597,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,600.00,722,2018-04-09 3:06pm
598,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,600.00,723,2018-04-09 3:10pm
599,On Premise Contract,,Paid In Full,Check,,,,,,,700.00,724,2018-04-09 3:37pm
600,On Premise Contract,,Paid In Full,Check,,,,,,,,725,2018-04-09 3:40pm
601,On Premise Contract,,Paid In Full,Check,,,,,,,,726,2018-04-09 4:28pm
602,On Premise Contract,,Paid In Full,Check,,,,,,,2400.00,727,2018-04-09 4:39pm
603,On Premise Contract,,Paid In Full,Check,,,,,,,,728,2018-04-10 5:18pm
604,On Premise Contract,,Paid In Full,Check,,,250.00,,,,,729,2018-04-10 5:29pm
605,On Premise Contract,,Paid In Full,Check,,,,,,,,730,2018-04-10 5:42pm
606,On Premise Contract,,Paid In Full,Check,,,,,,,,731,2018-04-10 5:51pm
607,On Premise Contract,,Paid In Full,Check,,,,,,,,732,2018-04-10 6:09pm
608,On Premise Contract,,Paid In Full,Check,,,,,,,,733,2018-04-10 6:14pm
609,On Premise Contract,,Paid In Full,Unknown,,,,,,,0.00,734,2018-04-10 6:36pm
610,On Premise Contract,,Paid In Full,Cash,,,,,,,700.00,735,2018-04-10 7:08pm
611,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,736,2018-04-10 7:18pm
612,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,737,2018-04-10 7:50pm
613,On Premise Contract,,Paid In Full,Check,,,,,,,,738,2018-04-10 7:54pm
614,On Premise Contract,,Paid In Full,Cash,,,600.00,,,,0.00,739,2018-04-10 7:59pm
615,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,725.00,740,2018-04-10 8:04pm
616,On Premise Contract,,Paid In Full,Check,,,,,,,,741,2018-04-10 8:09pm
617,On Premise Contract,,Paid In Full,Check,,,,,,,,742,2018-04-10 8:13pm
618,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,743,2018-04-10 8:15pm
619,On Premise Contract,,Paid In Full,Check,,,,,,,0.00,744,2018-04-10 8:20pm
620,On Premise Contract,,Paid In Full,Check,,,,,,,,746,2018-04-10 8:43pm
621,On Premise Contract,,Paid In Full,Cash,,,,400.00,,,0.00,747,2018-04-10 8:45pm
622,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,650.00,748,2018-04-10 8:49pm
623,On Premise Contract,,Paid In Full,Check,,,,,,,,749,2018-04-10 8:52pm
624,On Premise Contract,,Paid In Full,Check,,,400.00,,,,0.00,750,2018-04-10 8:54pm
625,On Premise Contract,,Paid In Full,Cash,,,600.00,,,,,751,2018-04-12 3:35pm
626,On Premise Contract,,Paid In Full,Cash,,,200.00,,,,,752,2018-04-12 3:37pm
627,On Premise Contract,,Paid In Full,Check,,,,,,,,753,2018-04-12 3:41pm
628,On Premise Contract,,Paid In Full,Check,,,,,,,,754,2018-04-12 4:13pm
629,On Premise Contract,,Outstanding Balance,Check,,,,1650.00,,,0.00,755,2018-04-12 4:27pm
630,On Premise Contract,,Paid In Full,Check,,,200.00,,,,,756,2018-04-12 4:49pm
631,On Premise Contract,,Paid In Full,Cash,,,,,,,,757,2018-04-12 4:51pm
632,On Premise Contract,,Paid In Full,Check,,,300.00,,,,,758,2018-04-12 4:54pm
633,On Premise Contract,,Paid In Full,Check,,,,,,,,759,2018-04-12 4:57pm
634,On Premise Contract,,Paid In Full,Cash,,,,,,,525.00,760,2018-04-12 4:59pm
635,On Premise Contract,,Paid In Full,Cash,,,,,,,,761,2018-04-12 5:01pm
636,On Premise Contract,,Paid In Full,Check,,,300.00,,,,,762,2018-04-12 5:03pm
637,On Premise Contract,,Paid In Full,Check,,,,,,,,763,2018-04-12 5:06pm
638,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,764,2018-04-12 5:09pm
639,On Premise Contract,,Paid In Full,Check,,,400.00,,,,,765,2018-04-12 5:11pm
640,On Premise Contract,,Paid In Full,Check,,,300.00,,,,,766,2018-04-12 5:13pm
641,On Premise Contract,,Paid In Full,Check,,,,,,,,767,2018-04-12 5:15pm
642,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,768,2018-04-12 5:19pm
643,On Premise Contract,,Paid In Full,Cash,,,,,,,450.00,769,2018-04-12 5:21pm
644,On Premise Contract,,Paid In Full,Cash,,,200.00,,,,,770,2018-04-12 5:22pm
645,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,771,2018-04-12 5:24pm
646,On Premise Contract,,Paid In Full,Check,,,,,,,775.00,772,2018-04-12 5:27pm
647,On Premise Contract,,Paid In Full,Check,,,,,,,650.00,773,2018-04-12 5:34pm
648,On Premise Contract,,Paid In Full,Cash | Check,,,,,,,500.00,774,2018-04-12 5:40pm
649,On Premise Contract,,Paid In Full,Check,,,,,,,,775,2018-04-12 5:44pm
650,On Premise Contract,,Paid In Full,Cash,,,200.00,,,,,776,2018-04-12 5:48pm
651,On Premise Contract,,Paid In Full,Check,,,,,,,0.00,777,2018-04-12 7:38pm
652,On Premise Contract,,Paid In Full,Check,,,300.00,,,,,778,2018-04-12 7:46pm
653,On Premise Contract,,Paid In Full,Cash,,,350.00,,,,,779,2018-04-12 7:47pm
654,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,780,2018-04-12 7:49pm
655,On Premise Contract,,Paid In Full,Deduction from Commissions,,,700.00,,,,,781,2018-04-12 7:51pm
656,On Premise Contract,,Paid In Full,Check,,,,,,,600.00,782,2018-04-12 7:53pm
657,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,783,2018-04-12 8:01pm
658,On Premise Contract,,Paid In Full,Check,,,,,,,,784,2018-04-12 8:03pm
659,On Premise Contract,,Paid In Full,Cash,,,,,,,,785,2018-04-12 8:05pm
660,On Premise Contract,,Paid In Full,Cash,,,300.00,,,,,786,2018-04-12 8:07pm
661,On Premise Contract,,Paid In Full,Check,,,200.00,,,,,787,2018-04-12 8:09pm
662,On Premise Contract,,Paid In Full,Cash,,,,,,,525.00,788,2018-04-12 8:11pm
663,On Premise Contract,,Paid In Full,Check,,,,,,,,789,2018-04-12 8:19pm
664,On Premise Contract,,Paid In Full,Cash,,,,,,,,790,2018-04-12 8:24pm
665,On Premise Contract,,Paid In Full,Cash,,,,,,,550.00,791,2018-04-12 8:26pm
666,On Premise Contract,,Paid In Full,Check,,,,,,,,792,2018-04-12 8:31pm
667,On Premise Contract,,Paid In Full,Check,,,,,,,,793,2018-04-12 8:40pm
668,On Premise Contract,,Paid In Full,Check,,,,,,,525.00,794,2018-04-12 8:43pm
669,On Premise Contract,,Paid In Full,Cash,,,150.00,,,,,795,2018-04-17 2:29pm
670,On Premise Contract,,Paid In Full,Check,,,,,,,,796,2018-04-17 2:45pm
671,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,797,2018-04-17 2:50pm
672,On Premise Contract,,Paid In Full,Check,,,,,,,,798,2018-04-17 2:52pm
673,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,799,2018-04-17 3:04pm
674,On Premise Contract,,Paid In Full,Check,,,200.00,,,,600.00,800,2018-04-17 3:15pm
675,On Premise Contract,,Paid In Full,Check,,,,,,,,801,2018-04-17 8:19pm
676,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,400.00,802,2018-04-17 8:22pm
677,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,803,2018-04-17 8:27pm
678,On Premise Contract,,Paid In Full,Check,,,,,,,,804,2018-04-17 8:30pm
679,On Premise Contract,,Paid In Full,Cash | Check,,,500.00,,,,,805,2018-04-17 8:34pm
680,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,775.00,806,2018-04-17 8:39pm
681,On Premise Contract,,Paid In Full,Check,,,,,,,500.00,807,2018-04-17 8:41pm
682,On Premise Contract,,Paid In Full,Cash,,,200.00,,,,,808,2018-04-17 8:43pm
683,On Premise Contract,,Paid In Full,Check,,,,,,,,809,2018-04-17 8:53pm
684,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,,810,2018-04-17 8:56pm
685,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,,811,2018-04-17 9:03pm
686,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,,812,2018-04-17 9:06pm
687,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,,813,2018-04-17 9:09pm
688,On Premise Contract,,Paid In Full,Cash,,,250.00,,,,650.00,814,2018-04-17 9:12pm
689,On Premise Contract,,Paid In Full,Check,,,,,,,,815,2018-04-17 9:18pm
690,On Premise Contract,,Paid In Full,Cash,,,,,,,,816,2018-04-17 9:20pm
691,On Premise Contract,,Paid In Full,Check,,,,,,,525.00,817,2018-04-17 9:22pm
692,On Premise Contract,,Paid In Full,Check,,,800.00,,,,,818,2018-04-17 9:26pm
693,On Premise Contract,,Paid In Full,Check,,,,,,,,819,2018-04-17 9:28pm
694,On Premise Contract,,Paid In Full,Cash,,,,,,,,820,2018-04-17 9:31pm
695,On Premise Contract,,Paid In Full,Cash,,,,,,,,821,2018-04-17 9:34pm
696,On Premise Contract,,Paid In Full,Cash,,,,,,,,822,2018-04-17 9:36pm
697,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,823,2018-04-17 9:38pm
698,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,475.00,824,2018-04-17 9:50pm
699,On Premise Contract,,Paid In Full,Check,,,,,,,,825,2018-04-17 9:55pm
700,On Premise Contract,,Paid In Full,Cash,,,,,,,,826,2018-04-18 2:13pm
701,On Premise Contract,,Paid In Full,Check,,,,,,,,827,2018-04-18 2:15pm
702,On Premise Contract,,Paid In Full,Check,,,,,,,,828,2018-04-18 2:18pm
703,On Premise Contract,,Paid In Full,Cash,,,200.00,,,,,829,2018-04-18 2:20pm
704,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,830,2018-04-18 2:22pm
705,On Premise Contract,,Paid In Full,Cash,,,,,,,,831,2018-04-18 2:23pm
706,On Premise Contract,,Paid In Full,Cash,,,,,,,,832,2018-04-18 2:25pm
707,On Premise Contract,,Paid In Full,Check,,,,,,,,833,2018-04-18 2:27pm
708,On Premise Contract,,Paid In Full,Cash,,,,,,,,834,2018-04-18 2:37pm
709,On Premise Contract,,Paid In Full,Unknown,,,,,,,,835,2018-04-18 2:38pm
710,On Premise Contract,,Paid In Full,Check,,,,,,,,836,2018-04-18 2:41pm
711,On Premise Contract,,Paid In Full,Cash,,,300.00,,,,,837,2018-04-18 2:43pm
712,On Premise Contract,,Paid In Full,Cash,,,,,,,,838,2018-04-18 2:44pm
713,On Premise Contract,,Paid In Full,Cash,,,,,,,475.00,839,2018-04-18 2:49pm
714,On Premise Contract,,Paid In Full,Check,,,,,,,,840,2018-04-18 3:05pm
715,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,841,2018-04-18 3:07pm
716,On Premise Contract,,Paid In Full,Cash,,,,,,,,842,2018-04-18 3:15pm
717,On Premise Contract,,Paid In Full,Check,,,,,,,750.00,843,2018-04-18 3:17pm
718,On Premise Contract,,Paid In Full,Cash,,,,,,,,844,2018-04-18 3:19pm
719,On Premise Contract,,Paid In Full,Cash,,,,,,,650.00,845,2018-04-18 3:22pm
720,On Premise Contract,,Paid In Full,Cash,,,,,,,,846,2018-04-18 3:25pm
721,On Premise Contract,,Paid In Full,Check,,,,,,,,847,2018-04-18 3:27pm
722,On Premise Contract,,Paid In Full,Check,,,,,,,,848,2018-04-18 3:29pm
723,On Premise Contract,,Paid In Full,Cash,,,,,,,,849,2018-04-18 3:31pm
724,On Premise Contract,,Paid In Full,Cash,,,,,,,475.00,850,2018-04-18 3:33pm
725,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,575.00,851,2018-04-18 3:36pm
726,On Premise Contract,,Paid In Full,Cash,,,200.00,,,,,852,2018-04-18 3:38pm
727,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,575.00,853,2018-04-18 3:39pm
728,On Premise Contract,,Paid In Full,Unknown,,,1000.00,,,,275.00,854,2018-04-18 3:42pm
729,On Premise Contract,,Paid In Full,Unknown,,,,,,,,855,2018-04-18 3:49pm
730,On Premise Contract,,Paid In Full,Cash,,,,,,,,856,2018-04-18 3:50pm
731,On Premise Contract,,Paid In Full,Check,,,,,,,,857,2018-04-18 3:52pm
732,On Premise Contract,,Paid In Full,Check,,,,,,,,858,2018-04-18 3:53pm
733,On Premise Contract,,Paid In Full,Check,,,,,,,,859,2018-04-18 6:23pm
734,On Premise Contract,,Paid In Full,Check,,,,,,,,860,2018-04-18 6:25pm
735,On Premise Contract,,Paid In Full,Check,,,,,,,775.00,861,2018-04-18 6:28pm
736,On Premise Contract,,Paid In Full,Check,,,,,,,700.00,862,2018-04-18 6:30pm
737,On Premise Contract,,Paid In Full,Check,,,300.00,,,,,863,2018-04-18 6:32pm
738,On Premise Contract,,Paid In Full,Check,,,,,,,0.00,864,2018-04-18 6:36pm
739,On Premise Contract,,Paid In Full,Check,,,,,,,,865,2018-04-18 6:40pm
740,On Premise Contract,,Paid In Full,Check,,,,,,,,866,2018-04-18 6:43pm
741,On Premise Contract,,Paid In Full,Check,,,,,,,525.00,867,2018-04-18 6:45pm
742,On Premise Contract,,Paid In Full,Check,,,,,,,525.00,868,2018-04-18 6:51pm
743,On Premise Contract,,Paid In Full,Check,,,,,,,750.00,869,2018-04-18 6:56pm
744,On Premise Contract,,Paid In Full,Check,,,,,,,650.00,870,2018-04-18 7:00pm
745,On Premise Contract,,Paid In Full,Check,,,,,,,375.00,871,2018-04-18 7:04pm
746,On Premise Contract,,Paid In Full,Check,,,,,,,,872,2018-04-18 7:44pm
747,On Premise Contract,,Paid In Full,Check,,,,,,,,873,2018-04-18 7:47pm
748,On Premise Contract,,Paid In Full,Check,,,,,,,,874,2018-04-18 7:59pm
749,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,,875,2018-04-18 8:01pm
750,On Premise Contract,,Paid In Full,Unknown,,,,,,,,876,2018-04-18 8:04pm
751,On Premise Contract,,Paid In Full,Check,,,,,,,,877,2018-04-18 8:07pm
752,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,878,2018-04-18 8:09pm
753,On Premise Contract,,Paid In Full,Cash,,,,,,,,879,2018-04-18 8:12pm
754,On Premise Contract,,Paid In Full,Check,,,,,,,,880,2018-04-18 8:13pm
755,On Premise Contract,,Paid In Full,Check,,,,,,,,881,2018-04-18 8:16pm
756,On Premise Contract,,Paid In Full,Cash,,,,,,,,882,2018-04-18 8:19pm
757,On Premise Contract,,Paid In Full,Check,,,,,,,,883,2018-04-18 8:21pm
758,On Premise Contract,,Paid In Full,Unknown,,,,,,,,884,2018-04-18 8:25pm
759,On Premise Contract,,Paid In Full,Check,,,,,,,,885,2018-04-18 8:28pm
760,On Premise Contract,,Paid In Full,Check,,,,,,,,886,2018-04-18 8:30pm
761,On Premise Contract,,Paid In Full,Check,,,,,,,,887,2018-04-18 8:33pm
762,On Premise Contract,,Paid In Full,Check,,,,,,,,888,2018-04-18 8:38pm
763,On Premise Contract,,Paid In Full,Cash,,,,,,,660.00,889,2018-04-23 2:16pm
764,On Premise Contract,,Paid In Full,Check,,,,,,,1190.00,890,2018-04-23 3:03pm
765,On Premise Contract,,Paid In Full,Check,,,,,,,,891,2018-04-23 4:08pm
766,On Premise Contract,,Paid In Full,Check,,,,,,,,892,2018-04-23 4:14pm
767,On Premise Contract,,Paid In Full,Check,,,,,,,600.00,893,2018-04-23 4:16pm
768,On Premise Contract,,Paid In Full,Check,,,,,,,,894,2018-04-23 4:21pm
769,On Premise Contract,,Paid In Full,Check,,,,,,,1430.00,895,2018-04-23 4:28pm
770,On Premise Contract,,Paid In Full,Cash,,,,,,,1260.00,896,2018-04-23 4:36pm
771,On Premise Contract,,Paid In Full,Cash | Check,,,,,,,1350.00,897,2018-04-23 5:25pm
772,On Premise Contract,,Paid In Full,Unknown,,,700.00,,,,720.00,898,2018-04-23 6:24pm
773,On Premise Contract,,Paid In Full,Check,,,,,,,1620.00,899,2018-04-23 7:14pm
774,On Premise Contract,,Paid In Full,Check,,,,,,,280.00,900,2018-04-23 8:42pm
775,On Premise Contract,,Paid In Full,Check,,,,,,,,901,2018-04-24 1:25pm
776,On Premise Contract,,Paid In Full,Check,,,,,,,500.00,902,2018-04-24 1:42pm
777,On Premise Contract,,Paid In Full,Check,,,,,,,600.00,903,2018-04-24 1:45pm
778,On Premise Contract,,Paid In Full,Check,,,,,,,600.00,904,2018-04-24 1:51pm
779,On Premise Contract,,Paid In Full,Unknown,,,100.00,,,,,905,2018-04-24 2:09pm
780,On Premise Contract,,Paid In Full,Unknown,,,,,,,,906,2018-04-24 2:13pm
781,On Premise Contract,,Paid In Full,Cash,,,,,,,,907,2018-04-24 2:17pm
782,On Premise Contract,,Paid In Full,Unknown,,,,,,,,908,2018-04-24 2:20pm
783,On Premise Contract,,Paid In Full,Unknown,,,,,,,,909,2018-04-24 2:22pm
784,On Premise Contract,,Paid In Full,Unknown,,,,,,,,910,2018-04-24 2:27pm
785,On Premise Contract,,Paid In Full,Unknown,,,,,,,,911,2018-04-24 3:19pm
786,On Premise Contract,,Paid In Full,Unknown,,,,,,,,912,2018-04-24 3:25pm
787,On Premise Contract,,Paid In Full,Unknown,,,,,,,,913,2018-04-24 3:48pm
788,On Premise Contract,,Paid In Full,Unknown,,,,,,,,914,2018-04-24 6:29pm
789,On Premise Contract,,Paid In Full,Unknown,,,,,,,,915,2018-04-24 6:33pm
790,On Premise Contract,,Paid In Full,Unknown,,,,,,,,916,2018-04-24 7:21pm
791,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,917,2018-04-24 7:48pm
792,On Premise Contract,,Paid In Full,Unknown,,,,,,,,918,2018-04-24 7:52pm
793,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,919,2018-04-24 7:58pm
794,On Premise Contract,,Paid In Full,Unknown,,,,,,,,920,2018-04-24 8:05pm
795,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,921,2018-04-24 8:09pm
796,On Premise Contract,,Paid In Full,Unknown,,,,,,,,922,2018-04-24 8:13pm
797,On Premise Contract,,Paid In Full,Unknown,,,,,,,,923,2018-04-24 8:15pm
798,On Premise Contract,,Paid In Full,Unknown,,,,,,,,924,2018-04-24 8:21pm
799,On Premise Contract,,Paid In Full,Unknown,,,,,,,,925,2018-04-24 8:34pm
800,On Premise Contract,,Paid In Full,Unknown,,,,,,,,926,2018-04-24 8:35pm
801,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,927,2018-04-24 8:37pm
802,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,928,2018-04-24 8:40pm
803,On Premise Contract,,Paid In Full,Unknown,,,,,,,,929,2018-04-24 8:48pm
804,On Premise Contract,,Paid In Full,Unknown,,,,,,,,930,2018-04-24 8:51pm
805,On Premise Contract,,Paid In Full,Unknown,,,,,,,,931,2018-04-24 8:53pm
806,On Premise Contract,,Paid In Full,Unknown,,,,,,,,932,2018-04-24 9:01pm
807,On Premise Contract,,Paid In Full,Unknown,,,,,,,,933,2018-04-24 9:06pm
808,On Premise Contract,,Paid In Full,Unknown,,,,,,,,934,2018-04-24 9:08pm
809,On Premise Contract,,Paid In Full,Unknown,,,,,,,,935,2018-04-25 2:08pm
810,On Premise Contract,,Paid In Full,Unknown,,,,,,,,936,2018-04-25 2:16pm
811,On Premise Contract,,Paid In Full,Unknown,,,,,,,,937,2018-04-25 2:21pm
812,On Premise Contract,,Paid In Full,Cash,,,,,,,,938,2018-04-25 2:23pm
813,On Premise Contract,,Paid In Full,Unknown,,,,,,,,939,2018-04-25 2:35pm
814,On Premise Contract,,Paid In Full,Unknown,,,,,,,,940,2018-04-25 2:48pm
815,On Premise Contract,,Paid In Full,Unknown,,,,,,,,941,2018-04-25 3:07pm
816,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,942,2018-04-25 3:11pm
817,On Premise Contract,,Paid In Full,Unknown,,,,,,,,943,2018-04-25 3:13pm
818,On Premise Contract,,Paid In Full,Unknown,,,,,,,,944,2018-04-25 3:14pm
819,On Premise Contract,,Paid In Full,Check,,,,,,,,945,2018-04-25 3:17pm
820,On Premise Contract,,Paid In Full,Unknown,,,,,,,,946,2018-04-25 3:25pm
821,On Premise Contract,,Paid In Full,Unknown,,,,,,,,947,2018-04-25 3:27pm
822,On Premise Contract,,Paid In Full,Unknown,,,,,,,,948,2018-04-25 3:30pm
823,On Premise Contract,,Paid In Full,Unknown,,,,,,,,949,2018-04-25 3:32pm
824,On Premise Contract,,Paid In Full,Unknown,,,200.00,,,,,950,2018-04-25 3:36pm
825,On Premise Contract,,Paid In Full,Unknown,,,,,,,,951,2018-04-25 3:38pm
826,On Premise Contract,,Paid In Full,Unknown,,,,,,,,952,2018-04-25 3:40pm
827,On Premise Contract,,Paid In Full,Unknown,,,,,,,,953,2018-04-25 3:42pm
828,On Premise Contract,,Paid In Full,Unknown,,,,,,,,954,2018-04-25 3:44pm
829,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,955,2018-04-25 3:46pm
830,On Premise Contract,,Paid In Full,Unknown,,,,,,,,956,2018-04-25 3:47pm
831,On Premise Contract,,Paid In Full,Unknown,,,,,,,,957,2018-04-25 3:49pm
832,On Premise Contract,,Outstanding Balance,Unknown,,,,1300.00,,,,958,2018-04-25 3:51pm
833,On Premise Contract,,Paid In Full,Cash,,,,,,,,959,2018-04-25 3:54pm
834,On Premise Contract,,Paid In Full,Unknown,,,,,,,,960,2018-04-25 3:56pm
835,On Premise Contract,,Paid In Full,Unknown,,,,,,,,961,2018-04-25 3:58pm
836,On Premise Contract,,Paid In Full,Unknown,,,350.00,,,,,962,2018-04-25 4:00pm
837,On Premise Contract,,Outstanding Balance,Unknown,,,,200.00,,,,963,2018-04-25 4:02pm
838,On Premise Contract,,Paid In Full,Unknown,,,,,,,,964,2018-04-25 4:04pm
839,On Premise Contract,,Paid In Full,Cash,,,250.00,,,,,965,2018-04-25 4:06pm
840,On Premise Contract,,Paid In Full,Unknown,,,,,,,,966,2018-04-25 4:11pm
841,On Premise Contract,,Paid In Full,Unknown,,,,,,,,967,2018-04-25 4:25pm
842,On Premise Contract,,Paid In Full,Unknown,,,,,,,,968,2018-04-25 4:29pm
843,On Premise Contract,,Outstanding Balance,Unknown,,,,200.00,,,,969,2018-04-25 4:31pm
844,On Premise Contract,,Paid In Full,Unknown,,,,,,,,970,2018-04-25 4:33pm
845,On Premise Contract,,Paid In Full,Unknown,,,,,,,,971,2018-04-25 4:35pm
846,On Premise Contract,,Paid In Full,Unknown,,,,,,,,972,2018-04-25 4:36pm
847,Production Invoice,,Paid In Full,Unknown,,,800.00,,,,,973,2018-04-25 4:39pm
848,On Premise Contract,,Paid In Full,Unknown,,,,,,,,974,2018-04-25 6:34pm
849,On Premise Contract,,Paid In Full,Unknown,,,,,,,,975,2018-04-25 6:53pm
850,On Premise Contract,,Paid In Full,Unknown,,,,,,,,976,2018-04-25 6:55pm
851,On Premise Contract,,Paid In Full,Unknown,,,,,,,,977,2018-04-25 7:05pm
852,On Premise Contract,,Paid In Full,Unknown,,,,,,,,978,2018-04-25 7:15pm
853,On Premise Contract,,Paid In Full,Unknown,,,,,,,,979,2018-04-25 7:17pm
854,On Premise Contract,,Paid In Full,Unknown,,,,,,,,980,2018-04-25 7:19pm
855,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,,981,2018-04-25 7:22pm
856,On Premise Contract,,Paid In Full,Unknown,,,,,,,,982,2018-04-25 7:25pm
857,On Premise Contract,,Paid In Full,Cash,,,100.00,,,,,983,2018-04-25 7:28pm
858,On Premise Contract,,Paid In Full,Unknown,,,,,,,,984,2018-04-25 7:29pm
859,On Premise Contract,,Paid In Full,Unknown,,,,,,,,985,2018-04-25 7:32pm
860,On Premise Contract,,Paid In Full,Unknown,,,,,,,,986,2018-04-25 7:34pm
861,On Premise Contract,,Paid In Full,Check,,,,,,,,987,2018-04-25 8:27pm
862,On Premise Contract,,Paid In Full,Unknown,,,,,,,,988,2018-04-25 8:33pm
863,On Premise Contract,,Paid In Full,Unknown,,,,,,,,989,2018-04-25 8:36pm
864,On Premise Contract,,Paid In Full,Unknown,,,,,,,,990,2018-04-25 8:48pm
865,Production Invoice,,Paid In Full,Unknown,,,,,,,,991,2018-04-30 1:56pm
866,On Premise Contract,,Paid In Full,Check,,,,,,,,992,2018-04-30 2:25pm
867,On Premise Contract,,Paid In Full,Unknown,,,,,,,,993,2018-04-30 2:34pm
868,On Premise Contract,,Paid In Full,Check,,,,,,,,994,2018-04-30 2:41pm
869,On Premise Contract,,Paid In Full,Unknown,,,,,,,,995,2018-04-30 3:05pm
870,On Premise Contract,,Paid In Full,Unknown,,,,,,,,996,2018-04-30 3:16pm
871,Proposal,,Incomplete / Not finished,,,,100.00,,,,,997,2018-04-30 3:21pm
872,On Premise Contract,,Paid In Full,Check,,,,,,,,998,2018-05-01 4:03pm
873,Production Invoice,,Paid In Full,Unknown,,,,,,,,999,2018-05-01 4:25pm
874,On Premise Contract,,Paid In Full,Check,,,,,,,,1000,2018-05-01 4:30pm
875,Production Invoice,,Paid In Full,Deduction from Commissions,,,,,,,,1001,2018-05-01 4:54pm
876,On Premise Contract,,Outstanding Balance,Unknown,,,100.00,1060.00,,,,1002,2018-05-01 6:06pm
877,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1003,2018-05-01 6:58pm
878,On Premise Contract,,Paid In Full,Unknown,,,,,,,,1004,2018-05-01 7:01pm
879,On Premise Contract,,Paid In Full,Check,,,,,,,,1005,2018-05-01 7:04pm
880,Production Invoice,,Paid In Full,Check,,,,,,,,1006,2018-05-01 7:06pm
881,On Premise Contract,,Paid In Full,Check,,,,1700.00,,,,1007,2018-05-01 7:13pm
882,On Premise Contract,,Paid In Full,Check,,,,,,,,1008,2018-05-01 7:16pm
883,Production Invoice,,Paid In Full,Unknown,,,400.00,,,,,1009,2018-05-01 7:33pm
884,On Premise Contract,,Full Refund,Unknown,,,,,,,,1010,2018-05-01 7:41pm
885,On Premise Contract,,Paid In Full,Check,,,,,,,,1011,2018-05-01 7:57pm
886,Production Invoice,,Paid In Full,Check,,,,,,,,1012,2018-05-01 8:00pm
887,On Premise Contract,,Paid In Full,Deduction from Commissions,,,,,,,,1013,2018-05-01 8:05pm
